map_id,domain,reference_capability,public_evidence_ids,public_evidence_titles,chesslab_requirement,functional_requirement_id,acceptance,representative_screen_ids,priority,phase,prototype_status,clean_room_boundary
MAP-159,"Membership, Commerce & Entitlements",Tiered entitlement service,S33,Improve Your Chess with a Premium Membership,"Resolve Gold, Platinum, Diamond and promotional entitlements server-side.",FR-159,"Given an eligible user and valid starting state, when the ""Tiered entitlement service"" workflow is exercised, ChessLab shall resolve Gold, Platinum, Diamond and promotional entitlements server-side; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P1,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-160,"Membership, Commerce & Entitlements",Usage meters,"S33,S07,S10","Improve Your Chess with a Premium Membership,What is Cloud Analysis and how do I use it?,How do Puzzles work on Chess.com?","Track review, coach, puzzle and cloud-analysis limits with reset and grace rules.",FR-160,"Given an eligible user and valid starting state, when the ""Usage meters"" workflow is exercised, ChessLab shall track review, coach, puzzle and cloud-analysis limits with reset and grace rules; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P1,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-161,"Membership, Commerce & Entitlements",Plan comparison,S33,Improve Your Chess with a Premium Membership,"Compare tiers by benefit, limit, renewal period and platform-specific billing.",FR-161,"Given an eligible user and valid starting state, when the ""Plan comparison"" workflow is exercised, ChessLab shall compare tiers by benefit, limit, renewal period and platform-specific billing; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P1,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-162,"Membership, Commerce & Entitlements",Trial lifecycle,S33,Improve Your Chess with a Premium Membership,"Support eligibility, reminders, conversion, cancellation and rollback.",FR-162,"Given an eligible user and valid starting state, when the ""Trial lifecycle"" workflow is exercised, ChessLab shall support eligibility, reminders, conversion, cancellation and rollback; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P2,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-163,"Membership, Commerce & Entitlements",Upgrade proration,S33,Improve Your Chess with a Premium Membership,Calculate unused value or extended time according to payment channel.,FR-163,"Given an eligible user and valid starting state, when the ""Upgrade proration"" workflow is exercised, ChessLab shall calculate unused value or extended time according to payment channel; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P2,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-164,"Membership, Commerce & Entitlements",Family plan,S34,Friends and Family Plan FAQ,"Support one payer, up to five invited members and independent accounts.",FR-164,"Given an eligible user and valid starting state, when the ""Family plan"" workflow is exercised, ChessLab shall support one payer, up to five invited members and independent accounts; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P2,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-165,"Membership, Commerce & Entitlements",Student verification,S33,Improve Your Chess with a Premium Membership,Apply country-specific discounts with eligibility and renewal checks.,FR-165,"Given an eligible user and valid starting state, when the ""Student verification"" workflow is exercised, ChessLab shall apply country-specific discounts with eligibility and renewal checks; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events; the extension remains isolated from core play and is disabled until rights and operational readiness are approved.","SCR-187,SCR-188,SCR-189,SCR-190",P3,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-166,"Membership, Commerce & Entitlements",Gift membership,S33,Improve Your Chess with a Premium Membership,"Schedule delivery, recipient resolution and redemption with fraud controls.",FR-166,"Given an eligible user and valid starting state, when the ""Gift membership"" workflow is exercised, ChessLab shall schedule delivery, recipient resolution and redemption with fraud controls; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events; the extension remains isolated from core play and is disabled until rights and operational readiness are approved.","SCR-187,SCR-188,SCR-189,SCR-190",P3,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-167,"Membership, Commerce & Entitlements",Billing and receipts,S33,Improve Your Chess with a Premium Membership,"Expose invoices, payment status, renewal date and support-safe identifiers.",FR-167,"Given an eligible user and valid starting state, when the ""Billing and receipts"" workflow is exercised, ChessLab shall expose invoices, payment status, renewal date and support-safe identifiers; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","SCR-187,SCR-188,SCR-189,SCR-190",P1,Commerce,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-168,"Platform, Data & Operations",Authoritative chess rules service,S37,ChessLab Product Context,"Validate legal moves, draw state, repetition and game termination server-side.",FR-168,"Given an eligible user and valid starting state, when the ""Authoritative chess rules service"" workflow is exercised, ChessLab shall validate legal moves, draw state, repetition and game termination server-side; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Foundation,Prototype,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-169,"Platform, Data & Operations",Real-time game service,S19,How does matchmaking work in Live Chess?,"Maintain rooms, clocks, move ordering, reconnection and event fan-out.",FR-169,"Given an eligible user and valid starting state, when the ""Real-time game service"" workflow is exercised, ChessLab shall maintain rooms, clocks, move ordering, reconnection and event fan-out; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Scale,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-170,"Platform, Data & Operations",Analysis job service,"S07,S37","What is Cloud Analysis and how do I use it?,ChessLab Product Context","Run bounded engine work asynchronously with cancellation, deduplication and versioning.",FR-170,"Given an eligible user and valid starting state, when the ""Analysis job service"" workflow is exercised, ChessLab shall run bounded engine work asynchronously with cancellation, deduplication and versioning; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Analysis,Prototype,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-171,"Platform, Data & Operations",Coach evidence pipeline,S37,ChessLab Product Context,"Generate explanations only from legal state, engine output and deterministic facts.",FR-171,"Given an eligible user and valid starting state, when the ""Coach evidence pipeline"" workflow is exercised, ChessLab shall generate explanations only from legal state, engine output and deterministic facts; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Coach,Prototype,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-172,"Platform, Data & Operations",Content management,"S10,S12","How do Puzzles work on Chess.com?,How do Lessons work on Chess.com?","Version lessons, puzzles, articles, translations, prerequisites and publication state.",FR-172,"Given an eligible user and valid starting state, when the ""Content management"" workflow is exercised, ChessLab shall version lessons, puzzles, articles, translations, prerequisites and publication state; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P1,Operations,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-173,"Platform, Data & Operations",Search platform,"S08,S20,S27","How do I use Game Collections?,How do I view my own games?,How do Chess.com clubs work?","Index players, games, studies, clubs, events and content with permission filters.",FR-173,"Given an eligible user and valid starting state, when the ""Search platform"" workflow is exercised, ChessLab shall index players, games, studies, clubs, events and content with permission filters; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game; empty, loading, no-result, permission-filtered and paginated states are covered.","SCR-199,SCR-200,SCR-201,SCR-202",P1,Scale,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-174,"Platform, Data & Operations",Object and media storage,S29,How do I manage my settings?,"Store avatars, diagrams, exports and audio with scanning and lifecycle rules.",FR-174,"Given an eligible user and valid starting state, when the ""Object and media storage"" workflow is exercised, ChessLab shall store avatars, diagrams, exports and audio with scanning and lifecycle rules; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P1,Platform,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-175,"Platform, Data & Operations",Public API,S02,What is the PubAPI and how do I use it?,Expose documented read-only public data with rate limits and privacy exclusions.,FR-175,"Given an eligible user and valid starting state, when the ""Public API"" workflow is exercised, ChessLab shall expose documented read-only public data with rate limits and privacy exclusions; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P2,Platform,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-176,"Platform, Data & Operations",Webhooks and integrations,S02,What is the PubAPI and how do I use it?,"Publish approved game, study and event updates with signed delivery.",FR-176,"Given an eligible user and valid starting state, when the ""Webhooks and integrations"" workflow is exercised, ChessLab shall publish approved game, study and event updates with signed delivery; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game; the extension remains isolated from core play and is disabled until rights and operational readiness are approved.","SCR-199,SCR-200,SCR-201,SCR-202",P3,Expansion,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-177,"Platform, Data & Operations",Experimentation system,S24,What is Insights on Chess.com?,Assign controlled UX and learning experiments with consent and guardrails.,FR-177,"Given an eligible user and valid starting state, when the ""Experimentation system"" workflow is exercised, ChessLab shall assign controlled UX and learning experiments with consent and guardrails; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P2,Growth,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-178,"Platform, Data & Operations",Observability,S38,ChessLab Application Verification,"Trace game moves, websocket health, engine jobs, coach errors and entitlement checks.",FR-178,"Given an eligible user and valid starting state, when the ""Observability"" workflow is exercised, ChessLab shall trace game moves, websocket health, engine jobs, coach errors and entitlement checks; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Operations,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-179,"Platform, Data & Operations",Backup and recovery,S38,ChessLab Application Verification,"Back up accounts, games, studies and content with tested restoration targets.",FR-179,"Given an eligible user and valid starting state, when the ""Backup and recovery"" workflow is exercised, ChessLab shall back up accounts, games, studies and content with tested restoration targets; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Operations,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
MAP-180,"Platform, Data & Operations",Data export and deletion,S29,How do I manage my settings?,"Support privacy access, portability, retention and deletion workflows.",FR-180,"Given an eligible user and valid starting state, when the ""Data export and deletion"" workflow is exercised, ChessLab shall support privacy access, portability, retention and deletion workflows; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game; private or revoked content is never exposed and the exported representation round-trips supported data.","SCR-199,SCR-200,SCR-201,SCR-202",P0,Privacy,Mapped,"Map public behavior and user outcome; implement original ChessLab information architecture, copy, visual design, assets and code."
